ReadMe File,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,10,,,,,15,,,,,
Date,ME_SWE,ME_SDep,ME_P,ME_Tavg,ME_Tmax,ME_Tmin,ME_SDen,ME_PSadj,ME_SPratio,ME_WDir,ME_WSavg,ME_WSmax,ME_SolRad,ME_flag,SLM_SDep,SLM_P,SLM_Tavg,SLM_Tmax,SLM_Tmin,SLM_WDir,SLM_WSavg,SLM_WSmax,SLM_SolRad,SLM_flag,UTR_SWE,UTR_SDep,UTR_P,UTR_Tavg,UTR_Tmax,UTR_Tmin,UTR_ SMmin,UTR_SMmid,UTR_SMmax,UTR_STmin,UTR_STmid,UTR_STmax,UTR_SDen,UTR_P_Sadj,UTR_SPratio,UTR_WDir,UTR_WSavg,UTR_WSmax,UTR_SolRad,UTR_flag
10/23/2023,0,0,0,34,41,30,nan,0,nan,314,2.2,10.5,105.9,"7, 9",0,0,35,41,28,172,1.3,14.5,15.71,,0,0,0,nan,nan,nan,26.9,18.3,24.6,34,36,37,nan,0,nan,nan,nan,nan,40.72,"4,5,6,13,15,16,17,18"
10/24/2023,0,0,0,35,38,30,nan,0,nan,304,2.6,9.1,96.1,"7, 9",0,0.1,30,35,27,181,0.7,4.1,14.3,,0,0,0,nan,nan,nan,26.3,18.2,24,33,35,37,nan,0,nan,nan,nan,nan,36.7,"4,5,6,13,15,16,17,18"
10/25/2023,0,0,0,41,48,35,nan,0,nan,334,1.4,10.1,78.53,"7, 9",0,0,34,39,30,183,1.1,5.8,29.54,,0,0,0,nan,nan,nan,25.6,17.8,23.5,32,35,36,nan,0,nan,nan,nan,nan,44.01,"4,5,6,13,15,16,17,18"
10/26/2023,0,0,0,43,50,37,nan,0,nan,91,1.8,9.9,82.9,"7, 9",0,0,34,40,30,182,1.4,4.5,20.72,,0,0,0,nan,nan,nan,24.8,17.4,23.2,32,35,36,nan,0,nan,nan,nan,nan,40.96,"4,5,6,13,15,16,17,18"
10/27/2023,0,0,0,38,41,34,nan,0,nan,332,3.5,8.4,88.3,"7, 9",0,0,32,37,30,182,1.3,3.8,9.84,,0,0,0,nan,nan,nan,24.1,16.8,22.8,32,34,36,nan,0,nan,nan,nan,nan,28.04,"4,5,6,13,15,16,17,18"
10/28/2023,0,0,0,38,39,34,nan,0,nan,87,2.1,11.1,36.19,"7, 9",0,0,33,36,29,182,0.7,3.4,27.58,,0,0,0,nan,nan,nan,22.8,16.7,22.2,31,34,36,nan,0.1,nan,nan,nan,nan,31.27,"4,5,6,13,15,16,17,18"
10/29/2023,0,0,0.6,38,40,36,nan,0.6,0,96,3.8,18.5,10.71,7,0,0.1,34,37,33,181,0.2,2.9,12.29,,0.1,1,0.1,nan,nan,nan,21.3,16.3,21.9,31,34,35,nan,0.1,0,nan,nan,nan,18.02,"4,5,6,13,16,17,18"
10/30/2023,0,0,0,42,46,39,nan,0,nan,14,2.2,9.4,30.52,"7, 9",0,0,36,40,34,189,0.6,3.8,14.46,,0.1,1,0,nan,nan,nan,22.1,16.1,21.6,32,34,35,nan,0,nan,nan,nan,nan,25.64,"4,5,6,13,15,16,17,18"
10/31/2023,0,0,0.1,43,47,42,nan,0.1,0,93,3.2,13.5,57.46,7,0,0,37,40,34,185,0.6,3.5,23.22,,0.1,1,0,nan,nan,nan,22.3,15.9,21.1,32,34,35,nan,0,nan,nan,nan,nan,28.74,"4,5,6,13,15,16,17,18"
11/1/2023,0,0,0,42,47,39,nan,0,nan,54,0.7,6.6,50.66,"7, 9",0,0.1,34,36,30,183,0.5,3.3,14.56,,0.1,1,0,nan,nan,nan,22.9,16.2,21,32,33,35,nan,0,nan,nan,nan,nan,14.44,"4,5,6,13,15,16,17,18"
11/2/2023,0,0,0,44,47,41,nan,0,nan,91,1.3,10,29.76,"7, 9",0,0,36,37,34,186,0.2,3,13.6,,0.1,1,0,nan,nan,nan,22.7,16,21,32,33,34,nan,0.1,nan,nan,nan,nan,18.17,"4,5,6,13,15,16,17,18"
11/3/2023,0,0,0.4,41,43,40,nan,0.4,0,90,2.5,11.4,13.74,7,0,0.2,36,37,35,183,0.2,2.5,9.64,,0.2,2,0.1,nan,nan,nan,22.5,15.7,20.5,32,33,34,nan,0.1,0,nan,nan,nan,8.94,"4,5,6,13,16,17,18"
11/4/2023,0,0,0,40,43,35,nan,0,nan,355,4.1,12.7,66.07,"7, 9",0,0.1,34,37,30,182,0.7,3.6,7.53,,0.2,3,0,nan,nan,nan,22.5,15.5,20.5,32,33,34,nan,0,nan,nan,nan,nan,6.26,"4,5,6,13,15,16,17,18"
11/5/2023,0,0,0.2,34,38,30,nan,0.2,50,68,1.9,11.4,12.2,7,1,0.1,32,34,30,184,0.4,2.6,14.56,,0.2,3,0,nan,nan,nan,22.6,15.5,20.2,32,33,34,nan,0,nan,nan,nan,nan,7.67,"4,5,6,13,15,16,17,18"
11/6/2023,0.1,1,0.7,33,35,32,nan,0.7,71,62,1.6,13.1,10.87,7,2,0.4,32,32,31,359,0,0.1,1.67,,0.2,4,0.3,nan,nan,nan,22.6,15.6,20.3,32,33,34,nan,0.3,67,nan,nan,nan,1.83,"4,5,6,13,16,17,18"
11/7/2023,0.6,6,0.4,33,36,30,nan,0.5,125,107,1.4,27.5,13.05,7,6,0.2,32,36,30,171,0.2,9.3,2.27,,0.4,7,0.1,nan,nan,nan,22.5,15.4,20.1,32,33,34,nan,0.1,100,nan,nan,nan,3.03,"4,5,6,13,16,17,18"
11/8/2023,1.1,8,4.7,40,43,35,13.8,4.7,0,106,12.4,40.3,1.39,,7,3.4,34,39,33,181,0.9,9.6,1.4,,0.5,7,3.8,nan,nan,nan,22.8,15.4,20.1,32,33,34,nan,3.8,97,nan,nan,nan,0.42,"4,5,6,13,16,17,18"
11/9/2023,0,0,2,35,41,32,nan,2,20,109,11.9,37.8,8.7,7,6,1.5,36,43,32,163,0.9,15.4,6.44,,4.2,48,1.2,nan,nan,nan,22.9,15.4,19.8,32,33,34,8.8,1.2,100,nan,nan,nan,1.79,"4,5,6,16,17,18"
11/10/2023,0.4,2,0.3,33,36,32,nan,0.3,67,64,1.9,17.1,5.38,7,6,0.2,32,33,30,183,0.4,2.9,7.15,,5.4,33,0,nan,nan,nan,32.4,19.5,22.2,32,33,34,16.4,0,nan,nan,nan,nan,2.35,"4,5,6,15,16,17,18"
11/11/2023,0.6,4,0.2,34,39,32,nan,0.2,100,13,0,6.2,37.36,7,5,0,35,40,29,180,1.9,11.7,9.12,,5.4,30,0,nan,nan,nan,29.8,18.6,22.5,32,33,33,18,0,nan,nan,nan,nan,1.98,"4,5,6,15,16,17,18"
11/12/2023,0.8,6,0.1,34,40,29,nan,0.1,0,340,0.6,6.9,51.54,7,5,0,30,35,26,188,1.1,4.6,6.59,,5.4,28,0,nan,nan,nan,28.7,18.2,22.4,32,33,33,19.3,0,nan,nan,nan,nan,1.24,"4,5,6,15,16,17,18"
11/13/2023,0.7,4,0.8,32,35,29,nan,1.2,150,42,4.7,17.4,3.09,7,4,0.7,29,32,27,182,0.2,5,0.73,,5.4,28,0.3,nan,nan,nan,28.3,18.1,22.6,32,33,33,19.3,0.3,100,nan,nan,nan,1.23,"4,5,6,16,17,18"
11/14/2023,1.9,18,0.2,30,34,26,10.6,0.2,0,348,3.6,16,11.31,,16,0.1,27,33,24,188,0.9,7.6,0.91,,5.7,32,0,nan,nan,nan,28.1,18,22.6,32,33,33,17.8,0,nan,nan,nan,nan,1.1,"4,5,6,15,16,17,18"
11/15/2023,1.9,16,0.3,32,35,28,11.9,0.3,0,107,10.4,36.6,10.76,,15,1.1,25,28,24,183,0.2,4.2,0.6,,5.7,31,0.5,nan,nan,nan,27.8,17.8,22.5,32,33,33,18.4,0.5,100,nan,nan,nan,1.12,"4,5,6,16,17,18"
11/16/2023,1.9,7,0.7,33,35,29,27.1,0.7,71,88,1.3,16.3,3.82,,21,0.5,30,33,27,256,0,6.1,0.47,,6.2,36,0.5,nan,nan,nan,27.6,17.9,22.5,32,33,33,17.2,0.5,80,nan,nan,nan,0.98,"4,5,6,16,17,18"
11/17/2023,2.4,11,0.4,24,29,20,21.8,0.4,100,357,0.4,11.5,2.22,,23,0.4,26,32,19,294,0,6,0.74,,6.6,40,0,nan,nan,nan,27.4,17.9,22.3,32,33,33,16.5,0,nan,nan,nan,nan,1.62,"4,5,6,15,16,17,18"
11/18/2023,2.8,11,0.1,20,24,15,25.5,0.1,0,1,0.7,10.2,15.66,,24,0,20,24,16,166,1.8,15.1,0.7,,6.6,40,0,nan,nan,nan,27.4,17.7,22.5,32,33,33,16.5,0,nan,nan,nan,nan,1.03,"4,5,6,15,16,17,18"
11/19/2023,2.8,12,0,19,24,16,23.3,0,nan,12,0.6,12.1,15.72,9,22,0,21,24,15,174,2.7,15.8,0.85,,6.6,38,0,nan,nan,nan,27.2,17.7,22.6,32,33,33,17.4,0,nan,nan,nan,nan,1.12,"4,5,6,15,16,17,18"
11/20/2023,2.8,nan,0,29,36,19,nan,0,nan,7,1.5,15.1,11.23,"2,7,9",21,0,26,32,19,170,3.9,24.3,9.1,,6.6,36,0.1,nan,nan,nan,26.8,17.7,22.3,32,33,33,18.3,0.1,0,nan,nan,nan,2.04,"4,5,6,16,17,18"
11/21/2023,2.8,13,0.6,36,40,33,21.5,0.6,33,0,0,0,7.6,,20,0.1,28,34,24,138,1.6,16.1,9.9,,6.6,35,0.2,nan,nan,nan,26.8,17.4,22.2,32,33,33,18.9,0.2,50,nan,nan,nan,3.4,"4,5,6,16,17,18"
11/22/2023,3,12,1.2,36,38,33,25,1.2,0,106,7.6,32.6,5.49,,20,0.7,27,32,24,129,0,0.4,1.47,,6.7,36,0.4,nan,nan,nan,26.7,17.5,22.2,32,32,33,18.6,0.4,100,nan,nan,nan,2.77,"4,5,6,16,17,18"
11/23/2023,2.9,7,1.1,40,41,37,41.4,1.1,0,106,8.8,29.9,11.14,,27,0.5,34,36,32,181,0.8,3.4,4.64,,7.1,40,0.4,nan,nan,nan,26.6,17.6,22.2,32,32,32,17.8,0.4,100,nan,nan,nan,6.15,"4,5,6,16,17,18"
11/24/2023,1.6,3,2,41,43,38,53.3,2,0,109,9.2,28.2,5.27,,24,0.6,36,39,35,184,1.2,4.3,6.78,,7.5,37,0.1,nan,nan,nan,26.5,17.5,22.9,32,32,32,20.3,0.1,0,nan,nan,nan,8.88,"4,5,6,16,17,18"
11/25/2023,0,0,1.2,39,41,37,nan,1.2,0,100,6.3,26.3,2.89,7,20,0.5,35,39,34,182,0.9,5.6,4.61,,7.5,35,0.2,nan,nan,nan,26.7,17.7,22.8,32,32,32,21.4,0.2,100,nan,nan,nan,7.32,"4,5,6,16,17,18"
11/26/2023,0,0,1.6,38,40,36,nan,1.6,0,109,7.9,38.2,3.14,7,17,0.6,35,37,34,186,0.8,3.8,6.22,,7.7,35,0.2,nan,nan,nan,26.6,17.7,23.1,32,32,32,22,0.3,150,nan,nan,nan,1.18,"4,5,6,16,17,18"
11/27/2023,0,0,0.9,34,36,33,nan,0.9,44,126,6.4,31.4,11.18,7,16,1.1,32,34,32,185,0.2,7,1.82,,8,35,0.3,nan,nan,nan,26.6,17.7,22.8,32,32,32,22.9,0.3,67,nan,nan,nan,0,"4,5,6,16,17,18"
11/28/2023,0.4,2,0.6,33,34,30,nan,1.1,183,102,7.2,26.8,5.58,7,18,0.3,nan,nan,nan,nan,nan,nan,nan,"3,4,5,6,7,8,9",8.2,38,0.2,30,33,26,26.6,17.7,22.9,32,32,32,21.6,0.2,100,nan,nan,nan,0.85,"16,17,18"
11/29/2023,1.5,9,0.6,34,37,32,16.7,0.6,33,102,7.3,30.1,4.12,,21,0.2,31,36,29,179,0.4,8.5,0.64,,8.4,39,0,23,29,19,26.6,17.7,22.9,32,32,32,21.5,0,nan,nan,nan,nan,1.44,"15,16,17,18"
11/30/2023,1.7,9,0.6,33,36,32,18.9,0.6,83,102,8.8,32.7,4.72,,19,0.4,31,33,24,169,0.1,5.3,0.49,,8.4,38,0.3,20,25,7,26.5,17.7,22.9,32,32,32,22.1,0.3,100,nan,nan,nan,0.92,"16,17,18"
12/1/2023,2.2,7,0.1,34,37,30,31.4,0.1,0,22,1.1,13.7,11.22,,25,0.1,23,27,19,0,0,0,0.87,,8.7,41,0,-4,9,-12,26.5,17.5,22.7,32,32,32,21.2,0,nan,nan,nan,nan,0.9,"15,16,17,18"
12/2/2023,2.1,9,nan,34,38,29,23.3,nan,nan,85,0.5,8.5,22.95,"3,8,9",23,0,18,24,14,0,0,0,1.02,,8.7,39,0,-11,-4,-15,26.5,17.7,22.7,32,32,32,22.3,0,nan,nan,nan,nan,0.76,"15,16,17,18"
12/3/2023,2.1,nan,0,36,39,32,nan,0,nan,341,0.1,10.9,9.77,"2,7,9",22,0,19,26,14,0,0,0,1.29,,8.7,39,0,-10,3,-17,26.3,17.5,22.3,32,32,32,22.3,0,nan,nan,nan,nan,1.46,"15,16,17,18"
12/4/2023,2.1,9,0.2,38,42,36,23.3,0.2,100,65,2.1,15.4,4.18,,21,0,22,31,13,231,0.2,8.4,1.01,,8.7,38,0,-4,6,-18,26.3,17.3,22.3,32,32,32,22.9,0,nan,nan,nan,nan,1.18,"15,16,17,18"
12/5/2023,2.3,8,1.1,37,39,35,28.8,1.1,0,45,3.2,13.8,1.9,,20,0,28,35,21,187,0.9,9.9,0.46,,8.7,38,0.1,9,15,1,26.3,17.6,22.3,32,32,32,22.9,0.2,200,nan,nan,nan,0.74,"16,17,18"
12/6/2023,2.3,7,1.4,34,39,32,32.9,1.4,36,105,3,13.9,1.58,,20,0.2,30,34,27,163,2.7,18.4,0.29,,8.9,38,0.3,19,22,12,26.3,17.4,22.2,32,32,32,23.4,0.4,133,nan,nan,nan,0.87,"16,17,18"
12/7/2023,2.8,6,1.2,30,32,28,46.7,1.6,133,0,0,0,1.55,,25,0.4,25,29,23,159,0.7,10,0.71,,9.3,41,0.2,13,20,8,26.1,17.3,22,32,32,32,22.7,0.2,100,nan,nan,nan,1.04,"16,17,18"
12/8/2023,4.4,19,0.3,21,28,18,23.2,0.3,0,0,0,0,22.04,,32,0.4,20,28,13,166,0.7,7.2,1.06,,9.5,44,0.3,13,26,-4,25.9,17,22,32,32,32,21.6,0.5,167,nan,nan,nan,0.93,"16,17,18"
12/9/2023,4.4,17,nan,23,26,21,25.9,nan,nan,0,0,0,27.46,"3,8,9",33,0.1,18,23,14,170,0.9,6,1.24,,10,47,0.1,-2,9,-13,25.9,16.9,21.8,32,32,32,21.3,0.1,100,nan,nan,nan,0.6,"16,17,18"
12/10/2023,4.7,21,0.5,25,32,20,22.4,0.5,0,107,6.2,37.2,3.71,,31,1.6,19,24,11,161,0.5,8.4,0.47,,10.1,46,0.2,4,27,-14,25.8,16.8,21.8,32,32,32,22,0.2,100,nan,nan,nan,0.71,"16,17,18"
12/11/2023,4,13,2.9,33,37,32,30.8,2.9,48,111,9,43.3,0.88,,36,1,30,33,23,0,0,0,0.1,,10.3,48,1.5,32,35,25,25.5,16.8,21.6,32,32,32,21.5,1.8,120,nan,nan,nan,0.56,"16,17,18"
12/12/2023,5.4,nan,1.8,32,36,27,nan,1.8,78,124,4.9,28,2.47,"2,7",45,1.5,32,32,31,32,0,0.6,0.64,,12.1,62,1,30,32,27,25.4,16.6,21.4,32,32,32,19.5,1.2,120,nan,nan,nan,0.65,"16,17,18"
12/13/2023,6.8,22,0.6,26,28,25,30.9,0.6,100,108,7.1,24.8,3.76,,53,0.2,27,31,23,0,0,0,0.7,,13.3,69,0.2,21,28,11,25.4,16.6,21.5,32,32,32,19.3,0.3,150,nan,nan,nan,0.67,"16,17,18"
12/14/2023,7.4,26,0.2,26,28,23,28.5,0.2,0,351,3.2,11.9,10.78,,51,0.1,19,24,13,0,0,0,1.07,,13.6,64,0,3,12,-7,25.2,16.7,21.2,32,32,32,21.2,0,nan,nan,nan,nan,1.04,"15,16,17,18"
12/15/2023,7.3,23,0.7,27,29,24,31.7,1.2,171,100,5.5,18,4.18,,49,1,20,26,12,0,0,0,0.51,,13.6,61,0.3,11,26,-11,25,16.3,21.1,32,32,32,22.3,0.3,100,nan,nan,nan,0.81,"16,17,18"
12/16/2023,8.5,32,0.5,30,36,28,26.6,0.5,100,103,7.8,39,5.95,,59,0.5,25,27,24,0,0,0,0.71,,13.9,60,0.3,19,33,11,25,16.2,21.1,32,32,32,23.2,0.3,100,nan,nan,nan,0.84,"16,17,18"
12/17/2023,9,27,0.1,30,33,28,33.3,0.3,300,109,2,28.1,3.2,,64,0,31,33,27,0,0,0,0.59,,14.2,61,0.2,29,34,24,24.8,16.2,21,32,32,32,23.3,0.2,100,nan,nan,nan,1.25,"16,17,18"
12/18/2023,9.3,nan,0.4,29,29,28,nan,1.5,375,0,0,0,2.14,"2,7",61,0.6,29,31,27,0,0,0,0.33,,14.4,60,0.4,23,25,20,24.7,16.3,21,32,32,32,24,0.4,100,nan,nan,nan,0.81,"16,17,18"
12/19/2023,10.8,nan,0.1,29,30,28,nan,0.7,700,0,0,0,2.19,"2,7",68,0.3,27,28,26,0,0,0,0.38,,14.8,64,0.3,22,25,17,24.7,16.5,21,32,32,32,23.1,0.3,100,nan,nan,nan,0.68,"16,17,18"
12/20/2023,11.5,nan,0.6,30,32,29,nan,0.6,83,0,0,0,5.63,"2,7",71,0.3,28,30,27,0,0,0,0.82,,15.1,64,0,17,21,10,24.7,16.3,20.8,32,32,32,23.6,0,nan,nan,nan,nan,0.71,"15,16,17,18"
12/21/2023,12,nan,0,29,30,25,nan,0.4,nan,0,0,0,0.86,"2,7,9",74,0,28,32,18,150,0,1.8,1.68,,15.1,63,0.1,17,22,9,24.7,16.1,20.5,32,32,32,24,0.1,100,nan,nan,nan,0.76,"16,17,18"
12/22/2023,12.4,nan,nan,27,29,24,nan,nan,nan,0,0,0,0.56,"2,3,7,8,9",70,0,22,25,16,0,0,0,0.68,,15.2,62,0.1,11,19,-2,24.6,15.9,20.6,32,32,32,24.5,0.1,100,nan,nan,nan,0.47,"16,17,18"
12/23/2023,12.1,nan,3,34,38,29,nan,3,0,106,6.6,47.6,1.28,"2,7",68,0.4,30,36,24,187,0.1,6.5,0.42,,15.3,60,0.7,24,28,18,24.7,16.1,20.6,32,32,32,25.5,0.7,100,nan,nan,nan,0.54,"16,17,18"
12/24/2023,11.8,40,1.3,33,36,27,29.5,1.3,62,113,12.1,51.9,3.62,,64,0.6,33,38,32,168,0.5,11.3,0.29,,16,70,2,32,37,23,24.7,15.9,20.6,32,32,32,22.9,2,80,nan,nan,nan,0.53,"16,17,18"
12/25/2023,12.6,42,0.3,26,28,22,30,0.5,167,108,0.5,7.7,0.98,,64,0.1,28,32,24,0,0,0,0.61,,17.6,69,0.4,24,29,19,24.7,16.5,20.6,32,32,32,25.5,0.4,100,nan,nan,nan,0.86,"16,17,18"
12/26/2023,13.1,46,0.1,23,29,19,28.5,0.4,400,0,0,0,6.8,,64,0.3,20,25,13,0,0,0,0.41,,18,68,0.1,8,23,-9,24.8,16.6,20.8,32,32,32,26.5,0.1,100,nan,nan,nan,0.65,"16,17,18"
12/27/2023,13.5,47,0.7,28,32,26,28.7,0.7,14,0,0,0,10.65,,67,0.1,19,24,12,0,0,0,0.54,,18.1,68,0.2,6,14,-11,24.7,16.6,21.1,32,32,32,26.6,0.2,100,nan,nan,nan,0.99,"16,17,18"
12/28/2023,13.6,46,0,25,27,21,29.6,0,nan,347,4.7,14.1,12.75,9,64,0.1,24,29,17,0,0,0,0.44,,18.3,66,0,-16,-9,-23,24.7,16.5,21.1,32,32,32,27.7,0,nan,nan,nan,nan,0.93,"15,16,17,18"
12/29/2023,13.5,46,0,21,26,16,29.3,0,nan,339,5.9,12.9,19.81,9,62,0,15,25,7,0,0,0,0.48,,18.3,65,0,-28,-22,-31,24.7,16.6,21.3,32,32,32,28.2,0,nan,nan,nan,nan,0.6,"15,16,17,18"
12/30/2023,13.5,44,0,21,27,14,30.7,0,nan,2,1.8,8.8,11.11,9,60,0,6,15,2,0,0,0,0.5,,18.3,63,0,-28,-23,-30,24.7,16.6,21.3,32,32,32,29,0.1,nan,nan,nan,nan,0.59,"15,16,17,18"
12/31/2023,13.4,44,0,30,35,25,30.5,0,nan,104,5.9,22,3.85,9,59,0,20,28,11,131,0,1.3,0.54,,18.4,64,0,-7,-2,-23,24.9,16.4,21.3,32,32,32,28.8,0.3,nan,nan,nan,nan,1.04,"15,16,17,18"
1/1/2024,13.4,44,0,33,37,29,30.5,0,nan,78,2.5,15.8,14.05,9,58,0,21,27,15,159,0.9,4.4,0.82,,18.7,64,0,-12,0,-18,24.9,16.4,21.1,32,32,32,29.2,0.1,nan,nan,nan,nan,1.03,"15,16,17,18"
1/2/2024,13.3,43,0,36,38,34,30.9,0,nan,96,6.5,31,7.23,9,58,0,21,26,13,158,0.6,4.2,0.63,,18.8,63,0.2,-10,0,-19,24.7,16.2,21.1,32,32,32,29.8,0.2,100,nan,nan,nan,1.1,"16,17,18"
1/3/2024,13.3,42,0.4,36,39,34,31.7,0.4,50,103,6.2,20.1,3.01,,58,0,27,30,24,126,0.3,5.8,0.72,,19,63,0,1,6,-3,24.7,16.4,21.1,32,32,32,30.2,0.1,nan,nan,nan,nan,1.1,"15,16,17,18"
1/4/2024,13.5,41,0.7,32,35,30,32.9,0.7,100,107,6.7,19.5,5.1,,57,0.5,25,27,23,58,0,5.3,0.62,,19.1,63,0,8,11,4,24.7,16.2,20.8,31,32,32,30.3,0.2,nan,nan,nan,nan,1.11,"15,16,17,18"
1/5/2024,14.2,46,0.4,30,33,27,30.9,0.4,50,96,4.6,20.4,12.87,,62,0,27,30,23,0,0,0,0.64,,19.3,63,0,3,9,-4,24.7,16.3,20.8,32,32,32,30.6,0,nan,nan,nan,nan,0.87,"15,16,17,18"
1/6/2024,14.4,47,0,29,32,26,30.6,0,,73,3.1,18.7,12.57,,61,0,22,25,17,0,0,0,0.82,,19.3,63,0,-3,10,-11,24.7,16.3,20.6,32,32,32,30.6,0.1,nan,nan,nan,nan,0.77,"15,16,17,18"
1/7/2024,14.4,47,0.3,32,33,30,30.6,0.3,33,106,9.7,30.3,2.24,,60,0.7,27,30,24,0,0,0,0.42,,19.4,63,0,23,32,10,24.7,16.1,20.6,32,32,32,30.8,0.1,nan,nan,nan,nan,1.54,"15,16,17,18"
1/8/2024,14.5,47,0.1,28,32,27,30.9,0.1,100,61,2.3,11.4,7.49,,67,0.1,24,30,19,0,0,0,0.79,,19.5,63,0.1,12,28,-1,24.4,16,20.4,32,32,32,31,0.1,100,nan,nan,nan,0.86,"16,17,18"
1/9/2024,14.6,48,0.1,28,32,25,30.4,0.1,0,355,2.7,11.2,17.49,,68,0,30,34,23,163,1.2,10.4,1.81,,19.6,64,0,8,16,-3,24.5,15.8,20,32,32,32,30.6,0.1,nan,nan,nan,nan,1.33,"15,16,17,18"
1/10/2024,14.6,47,0,27,30,23,31.1,0,nan,27,0.9,8.3,22.1,9,66,0,24,32,13,186,1.5,9,2.05,,19.7,64,0,-9,5,-14,24.3,16.1,20.2,31,32,32,30.8,0,nan,nan,nan,nan,1.08,"15,16,17,18"
1/11/2024,14.6,46,0,27,29,25,31.7,0,nan,98,6.4,21.5,8.51,9,65,0,18,21,12,182,0.7,5.2,1.66,,19.7,64,0,1,7,-10,24.3,15.9,19.8,31,32,32,30.8,0,nan,nan,nan,nan,1.43,"15,16,17,18"
1/12/2024,14.6,46,0,25,26,23,31.7,0,nan,97,3.9,16,12.99,9,64,0,23,26,20,182,0.5,3.4,3.08,,19.7,64,0.1,14,25,0,24.1,15.7,19.9,31,32,32,30.8,0.1,100,nan,nan,nan,2.18,"16,17,18"
1/13/2024,14.6,46,0.1,26,29,24,31.7,0.1,0,88,3,15.6,6.24,,62,0.1,24,25,23,179,0.3,2.4,1.28,,19.8,64,0.2,10,21,-4,24.2,15.8,19.7,31,32,32,30.9,0.2,100,nan,nan,nan,1.29,"16,17,18"
1/14/2024,14.6,46,0.7,32,33,29,31.7,0.7,86,108,5.7,22.4,3.25,,63,0.5,28,32,24,183,0.1,5.1,0.77,,20,64,0,27,34,17,24.1,15.8,19.5,32,32,32,31.2,0,nan,nan,nan,nan,1.28,"15,16,17,18"
1/15/2024,15.2,47,0.3,30,37,27,32.3,0.3,0,354,1,11.5,10.41,,69,0,27,34,23,192,0.7,8.8,1.57,,20,65,0,18,27,10,23.7,15.6,19.3,31,32,32,30.8,0,nan,nan,nan,nan,1.03,"15,16,17,18"
1/16/2024,15.2,48,0.2,35,39,29,31.7,0.2,0,348,4,19.3,49.95,,66,0,25,39,18,186,1.4,10.6,1.99,,20,65,0,-1,26,-9,23.7,15.4,19.4,31,32,32,30.8,0,nan,nan,nan,nan,1.63,"15,16,17,18"
1/17/2024,15.2,48,0,28,35,24,31.7,0,nan,19,4.2,22.3,35.32,9,65,0.1,28,35,24,26,1.2,11.5,7.4,,20,65,0,21,28,13,23.6,15.3,19.2,31,32,32,30.8,0.2,nan,nan,nan,nan,1.77,"15,16,17,18"
1/18/2024,15.2,47,0,29,33,25,32.3,0,nan,11,2.3,12.9,36.53,9,64,0,29,36,25,182,2.8,17,4.87,,20.2,67,0,17,20,8,23.4,15.2,19,31,32,32,30.1,0,nan,nan,nan,nan,1.72,"15,16,17,18"
1/19/2024,15.2,46,0.1,33,40,26,33,0.1,0,34,1,11.2,38.12,,63,0,37,41,32,167,2.8,20.1,5.97,,20.2,67,0,3,19,-8,23.4,15.2,19,31,32,32,30.1,0,nan,nan,nan,nan,2.35,"15,16,17,18"
1/20/2024,15.2,47,0.1,28,35,23,32.3,0.1,0,334,0.7,7.4,38.79,,62,0.1,29,36,20,179,2.6,15.6,5.51,,20.2,66,0,-14,-1,-21,23.3,15,18.8,31,32,32,30.6,0,nan,nan,nan,nan,2.75,"15,16,17,18"
1/21/2024,15.2,46,0,25,28,23,33,0,nan,2,1.7,14.2,12.98,9,62,0,15,20,12,141,2.8,18.4,11.7,,20.2,66,0,-2,3,-21,23,15,18.6,31,32,32,30.6,0,nan,nan,nan,nan,4.79,"15,16,17,18"
1/22/2024,15.2,45,0,24,26,23,33.8,0,nan,2,2.2,13.3,8.79,9,61,0,18,24,13,174,3.3,20.6,13.47,,20.2,66,0,2,6,-1,22.9,15.1,18.6,31,32,32,30.6,0,nan,nan,nan,nan,5,"15,16,17,18"
1/23/2024,15.2,45,0,26,34,23,33.8,0,nan,18,2,20,15.76,9,60,0,19,25,8,188,2,18.7,7.29,,20.2,66,0,0,6,-17,22.7,14.9,18.3,31,32,32,30.6,0,nan,nan,nan,nan,13.55,"15,16,17,18"
1/24/2024,15.2,46,0.1,29,36,24,33,0.1,0,48,0.8,11.7,43.72,,59,0,10,13,6,185,2,5.9,6.34,,20.2,65,0,-22,-16,-27,22.7,14.8,18.3,31,32,32,31.1,0,nan,nan,nan,nan,5.47,"15,16,17,18"
1/25/2024,15.2,46,0,27,32,25,33,0,nan,45,1.3,9.2,19.58,9,59,0.1,14,17,8,192,1.1,5,8.59,,20.2,65,0,-21,-14,-26,22.5,14.6,18.1,31,32,32,31.1,0,nan,nan,nan,nan,7.19,"15,16,17,18"
1/26/2024,15.2,46,0,27,30,26,33,0,nan,49,2.3,10.3,14.47,9,59,0.1,17,19,16,298,0.1,4.6,4.87,,20.2,65,0,-7,2,-18,22.4,14.7,18.2,31,32,32,31.1,0,nan,nan,nan,nan,8.03,"15,16,17,18"
1/27/2024,15.2,46,0.1,27,29,23,33,0.1,0,90,4.6,17.3,11.19,,60,0.3,14,17,12,200,0.2,8.5,2.01,,20.2,66,0.3,-1,3,-3,22.1,14.5,18,31,32,32,30.6,0.3,100,nan,nan,nan,2.95,"16,17,18"
